"user_id";"sex_type";"occupation";"education";"marriage";"person_type"
59254;1;2;3;1;4
59255;1;4;3;1;4
59256;0;2;3;3;1
59257;1;2;4;3;1
59258;1;2;3;3;1
59259;1;3;4;3;1
59260;1;2;4;1;1
59261;1;2;3;1;4
59262;1;2;3;1;2
59263;2;2;4;3;3
59264;1;2;3;1;4
59265;1;2;4;3;4
59266;1;3;4;3;4
59267;1;2;2;1;4
59268;1;2;4;1;4
59269;1;2;3;3;4
59270;1;2;4;3;2
59271;1;2;3;1;2
59272;1;2;2;1;1
59273;1;2;3;1;4
59274;1;4;4;1;4
59275;1;2;4;1;2
59276;1;4;4;2;2
59277;1;2;4;1;4
59278;1;2;3;1;2
59279;1;2;3;1;4
59280;1;2;3;1;4
59281;1;2;4;1;2
59282;1;2;3;1;2
59283;1;2;3;3;4
59284;1;2;3;1;3
59285;1;2;1;4;1
59286;0;4;4;3;2
59287;2;2;3;1;2
59288;1;2;2;1;2
59289;1;2;3;1;2
59290;1;2;4;3;1
59291;2;2;3;3;3
59292;1;2;3;1;1
59293;1;2;4;1;2
59294;2;2;3;1;3
59295;2;2;3;1;4
59296;1;2;2;1;3
59297;1;2;4;3;4
59298;1;2;4;3;2
59299;1;2;3;3;2
59300;2;2;3;3;1
59301;1;2;3;1;1
59302;2;2;3;1;3
59303;1;2;2;1;2
59304;0;4;3;3;4
59305;1;2;3;1;3
59306;1;4;3;1;1
59307;1;4;4;1;2
59308;1;2;2;3;1
59309;1;2;2;1;4
59310;1;2;3;1;4
59311;1;4;3;3;3
59312;2;2;3;1;1
59313;2;2;4;4;2
59314;1;2;3;1;1
59315;1;2;3;1;3
59316;1;2;4;1;3
59317;1;2;4;1;2
59318;1;4;2;2;1
59319;1;3;4;3;1
59320;1;2;3;2;4
59321;1;2;3;1;1
59322;1;4;4;3;2
59323;1;2;3;1;4
59324;1;2;3;1;3
59325;1;2;2;3;4
59326;1;2;3;1;3
59327;1;2;3;1;4
59328;1;2;4;1;4
59329;1;2;4;3;2
59330;1;2;4;3;4
59331;2;2;4;1;1
59332;1;4;4;2;2
59333;1;2;4;1;4
59334;1;3;4;3;2
59335;1;2;4;3;3
59336;1;2;4;3;2
59337;1;2;2;3;1
59338;1;2;2;2;4
59339;1;4;4;2;2
59340;2;2;3;1;2
59341;1;2;4;3;1
59342;2;4;3;3;2
59343;1;4;3;1;1
59344;1;3;3;3;2
59345;1;2;4;1;2
59346;1;2;4;1;4
59347;1;2;2;3;1
59348;1;2;4;1;2
59349;1;3;4;2;1
59350;1;2;3;1;3
59351;1;2;3;1;2
59352;1;2;4;1;2
59353;1;2;4;1;1
59354;1;2;4;1;3
59355;1;2;3;1;4
59356;2;2;3;3;4
59357;1;2;3;2;4
59358;1;2;2;3;1
59359;1;2;2;1;1
59360;1;2;3;2;2
59361;1;2;3;3;4
59362;1;4;3;3;2
59363;0;2;3;1;4
59364;1;2;3;1;1
59365;1;2;3;3;2
59366;1;2;4;3;4
59367;0;4;4;3;4
59368;1;2;4;1;2
59369;1;2;3;1;4
59370;2;2;3;3;1
59371;1;3;4;1;4
59372;1;2;3;2;2
59373;1;2;4;3;4
59374;1;4;4;3;3
59375;1;3;3;3;1
59376;2;3;4;3;2
59377;1;2;4;1;4
59378;1;2;4;1;4
59379;1;2;4;1;4
59380;2;3;4;4;1
59381;1;2;3;1;4
59382;1;4;2;1;2
59383;1;4;4;3;2
59384;1;2;3;1;4
59385;2;2;3;3;1
59386;0;2;3;3;4
59387;1;4;3;1;4
59388;1;2;3;1;1
59389;2;2;4;3;2
59390;0;2;3;1;4
59391;1;2;4;3;1
59392;1;2;4;1;3
59393;0;2;3;3;4
59394;1;2;3;2;4
59395;1;3;3;1;1
59396;1;4;3;1;3
59397;2;2;4;1;4
59398;1;2;3;3;3
59399;2;2;4;3;2
59400;1;2;4;3;1
59401;0;3;3;3;1
59402;2;2;4;1;3
59403;1;2;2;1;3
59404;1;2;3;1;3
59405;1;2;3;1;2
59406;1;3;2;3;1
59407;1;2;2;4;1
59408;1;2;4;1;2
59409;1;4;3;1;2
59410;1;4;3;1;4
59411;0;2;3;3;2
59412;1;2;4;4;2
59413;1;2;2;1;1
59414;2;2;4;3;4
59415;1;2;3;1;1
59416;1;2;4;1;3
59417;1;4;4;2;2
59418;1;4;2;1;3
59419;2;2;4;3;2
59420;2;3;3;1;3
59421;0;2;4;3;2
59422;1;0;0;0;0
59423;1;2;3;1;4
59424;1;2;4;1;1
59425;1;4;4;4;4
59426;2;4;3;3;2
59427;1;2;4;2;4
59428;1;2;3;1;2
59429;1;2;4;1;4
59430;1;3;3;3;3
59431;1;2;4;1;2
59432;1;2;4;3;4
59433;1;2;3;1;2
59434;0;4;3;3;2
59435;2;4;2;1;2
59436;1;2;3;1;4
59437;1;2;4;1;2
59438;1;3;4;2;1
59439;1;2;3;1;2
59440;2;2;2;1;1
59441;1;2;2;1;1
59442;1;2;3;1;2
59443;1;3;2;1;4
59444;1;2;2;1;1
59445;1;2;4;1;4
59446;1;2;4;1;3
59447;2;4;3;1;4
59448;1;2;4;3;2
59449;1;2;3;1;2
59450;1;2;4;1;3
59451;1;2;3;1;2
59452;1;2;3;3;1
59453;1;2;3;1;2
59454;1;2;3;3;1
59455;1;4;2;1;2
59456;2;4;4;1;2
59457;1;2;4;3;1
59458;1;2;4;1;1
59459;1;4;4;1;1
59460;1;4;4;3;2
59461;2;4;4;3;4
59462;1;2;3;1;1
59463;2;2;4;1;2
59464;1;4;4;2;2
59465;1;2;2;1;4
59466;2;2;4;1;4
59467;1;2;3;1;4
59468;1;2;3;1;1
59469;1;2;3;1;2
59470;1;4;4;3;2
59471;1;4;3;1;3
59472;1;2;3;1;4
59473;1;2;3;2;3
59474;1;4;4;2;2
59475;2;2;3;1;2
59476;2;2;2;2;2
59477;1;2;4;3;4
59478;1;4;4;1;4
59479;0;4;4;1;1
59480;1;2;3;1;1
59481;1;4;4;3;2
59482;2;2;3;3;1
59483;2;2;3;1;4
59484;1;2;3;3;2
59485;1;2;4;1;4
59486;1;2;3;1;3
59487;1;2;3;1;4
59488;1;3;2;3;1
59489;1;2;4;1;2
59490;2;2;2;1;2
59491;1;2;4;1;2
59492;1;2;3;1;4
59493;1;2;3;4;3
59494;1;2;4;1;2
59495;1;4;3;2;1
59496;1;2;3;1;1
59497;1;4;3;1;4
59498;1;2;3;3;2
59499;1;2;2;3;1
59500;1;2;4;3;4
59501;1;3;3;3;2
59502;2;2;3;1;2
59503;1;2;4;1;3
59504;1;2;4;1;4
59505;1;2;4;1;1
59506;1;2;2;1;1
59507;1;4;4;1;4
59508;2;4;2;1;3
59509;2;4;3;1;1
59510;1;2;4;1;2
59511;1;4;4;1;4
59512;2;3;3;1;1
59513;1;2;4;1;2
59514;1;2;3;3;2
59515;1;2;4;1;3
59516;1;4;3;1;4
59517;1;4;3;1;4
59518;1;2;3;3;3
59519;1;2;4;2;2
59520;1;4;2;1;3
59521;1;2;4;3;2
59522;1;4;3;3;2
59523;1;2;4;1;2
59524;1;2;3;2;1
59525;1;4;3;2;1
59526;2;4;4;3;2
59527;1;2;3;4;1
59528;1;2;4;1;1
59529;1;2;4;1;2
59530;1;2;3;1;1
59531;1;2;3;3;1
59532;1;2;4;1;3
59533;1;2;2;1;3
59534;1;2;3;3;4
59535;1;2;3;1;4
59536;1;2;3;1;2
59537;1;2;4;1;4
59538;1;4;2;1;3
59539;1;2;2;3;1
59540;1;2;2;1;3
59541;1;2;4;1;4
59542;1;2;4;1;4
59543;2;2;3;1;2
59544;2;4;4;3;1
59545;1;2;4;1;4
59546;1;4;4;1;4
59547;1;4;3;1;4
59548;2;2;3;1;4
59549;2;2;4;1;2
59550;2;2;3;3;1
59551;1;4;4;1;4
59552;1;2;3;3;1
59553;2;2;2;1;3
59554;1;2;2;1;2
59555;1;2;4;1;2
59556;1;4;3;1;1
59557;2;2;2;1;1
59558;1;2;3;1;4
59559;2;4;4;3;2
59560;1;3;4;1;4
59561;1;2;3;1;1
59562;1;2;3;4;4
59563;2;2;2;1;1
59564;1;2;3;3;1
59565;1;2;3;3;4
59566;1;3;4;3;2
59567;1;2;3;1;4
59568;1;2;4;1;4
59569;1;4;2;1;3
59570;1;4;4;1;4
59571;1;2;3;2;4
59572;1;2;3;4;3
59573;2;2;4;4;1
59574;2;2;3;1;1
59575;2;2;3;1;2
59576;1;2;2;1;1
59577;2;3;4;3;2
59578;1;4;4;1;3
59579;1;2;4;1;1
59580;2;2;4;1;1
59581;2;2;3;3;1
59582;1;2;4;4;1
59583;2;3;4;3;1
59584;1;2;4;1;4
59585;2;2;4;1;1
59586;2;2;4;3;2
59587;1;4;3;1;4
59588;1;2;3;1;2
59589;1;2;2;1;2
59590;1;2;3;1;2
59591;0;2;3;3;4
59592;1;2;4;1;4
59593;2;2;3;1;1
59594;1;2;3;3;1
59595;1;2;2;1;3
59596;1;4;4;2;1
59597;2;2;3;1;4
59598;1;2;2;1;3
59599;1;2;4;1;2
59600;2;3;4;3;2
59601;1;2;2;3;3
59602;2;2;3;1;1
59603;1;2;2;2;3
59604;1;2;3;3;2
59605;1;2;4;3;2
59606;2;2;4;3;1
59607;1;4;3;4;1
59608;1;2;4;2;4
59609;1;4;4;3;1
59610;1;2;3;1;1
59611;1;2;3;1;3
59612;1;2;3;3;1
59613;1;2;3;3;4
59614;1;4;3;1;4
59615;2;2;3;1;2
59616;0;0;0;0;0
59617;1;2;4;3;1
59618;2;4;3;1;2
59619;1;2;3;2;1
59620;1;2;3;1;1
59621;1;3;2;3;3
59622;2;2;3;3;3
59623;1;4;4;1;4
59624;1;2;3;3;2
59625;2;2;4;3;2
59626;2;3;4;4;4
59627;1;4;4;3;4
59628;2;2;4;1;2
59629;1;2;4;3;2
59630;1;2;4;1;2
59631;1;4;3;1;4
59632;2;2;2;3;2
59633;1;2;3;1;4
59634;2;2;2;2;1
59635;1;2;3;1;4
59636;1;2;2;2;2
59637;1;4;4;1;4
59638;1;2;4;1;2
59639;1;2;4;1;4
59640;1;4;4;1;1
59641;0;2;2;1;2
59642;1;2;2;3;1
59643;1;4;4;1;2
59644;1;2;4;1;1
59645;1;2;4;1;2
59646;2;2;2;3;1
59647;1;4;3;3;3
59648;1;2;3;2;2
59649;1;2;2;2;2
59650;1;2;4;1;4
59651;2;3;2;3;2
59652;1;2;4;3;4
59653;1;2;2;1;2
59654;2;3;4;3;2
59655;1;4;2;1;1
59656;2;2;3;1;4
59657;1;2;3;3;2
59658;1;3;3;1;3
59659;1;2;3;3;1
59660;1;2;1;1;4
59661;1;2;3;1;4
59662;1;2;4;1;2
59663;1;2;3;3;1
59664;0;3;4;3;2
59665;1;4;4;3;4
59666;1;2;4;3;2
59667;2;2;3;1;2
59668;0;2;3;1;4
59669;0;2;4;3;1
59670;1;4;3;1;4
59671;1;4;4;1;2
59672;2;4;4;4;1
59673;1;2;4;1;2
59674;1;2;3;3;4
59675;1;4;4;1;2
59676;2;3;3;3;1
59677;1;2;3;1;1
59678;1;4;3;1;3
59679;1;2;2;2;1
59680;0;2;2;1;3
59681;1;2;2;1;2
59682;1;4;4;3;2
59683;1;2;2;1;1
59684;1;2;4;1;4
59685;2;4;4;3;2
59686;1;2;4;1;4
59687;1;2;4;3;2
59688;2;4;2;3;1
59689;1;2;4;1;4
59690;0;2;2;1;1
59691;0;2;4;1;1
59692;1;2;4;1;4
59693;1;2;3;3;4
59694;1;2;4;3;2
59695;1;2;3;1;1
59696;1;2;3;3;2
59697;1;2;4;3;2
59698;2;3;3;1;4
59699;1;2;4;1;1
59700;1;3;3;2;1
59701;1;4;3;1;3
59702;1;2;3;1;1
59703;2;2;4;1;1
59704;1;3;4;1;1
59705;1;2;3;1;4
59706;1;3;4;3;2
59707;1;2;4;1;2
59708;1;2;3;3;3
59709;1;2;2;3;1
59710;1;2;3;1;3
59711;1;3;3;3;1
59712;1;2;3;1;2
59713;1;4;3;3;3
59714;1;2;1;1;3
59715;1;2;4;1;2
59716;2;4;2;1;1
59717;1;2;2;1;4
59718;1;2;4;3;4
59719;1;4;3;1;2
59720;1;2;4;1;1
59721;1;4;4;1;2
59722;1;2;4;1;1
59723;2;4;2;1;2
59724;1;2;4;1;3
59725;2;2;2;3;1
59726;1;2;3;2;3
59727;1;2;3;1;4
59728;2;2;2;2;2
59729;1;2;4;1;4
59730;1;0;0;0;0
59731;1;2;3;3;1
59732;2;2;3;4;2
59733;1;2;3;1;1
59734;1;4;4;1;2
59735;0;2;2;3;1
59736;1;2;3;2;1
59737;1;3;3;3;1
59738;1;2;4;1;3
59739;2;2;3;2;2
59740;1;2;4;1;4
59741;1;2;4;1;4
59742;1;2;3;3;2
59743;0;2;4;1;4
59744;1;2;4;1;4
59745;1;2;3;1;3
59746;0;4;3;1;4
59747;2;4;3;1;1
59748;2;0;0;0;0
59749;1;2;2;3;2
59750;1;4;3;1;4
59751;1;2;3;1;4
59752;1;2;3;1;4
59753;1;2;4;1;4
59754;1;2;3;1;2
59755;1;2;3;1;3
59756;1;3;3;4;2
59757;1;2;3;3;4
59758;2;2;2;3;2
59759;1;3;2;3;1
59760;1;2;4;1;4
59761;1;2;4;3;2
59762;2;4;3;3;3
59763;1;2;4;1;1
59764;2;2;4;1;1
59765;1;4;2;1;2
59766;1;2;3;1;4
59767;1;2;3;2;2
59768;1;2;3;1;3
59769;1;2;3;3;1
59770;0;2;4;3;2
59771;1;2;4;1;2
59772;1;2;3;3;2
59773;1;2;3;3;1
59774;1;2;2;3;1
59775;0;4;4;1;2
59776;2;2;3;1;1
59777;1;2;3;2;3
59778;1;2;3;1;4
59779;1;2;4;1;2
59780;2;2;4;3;2
59781;1;2;4;1;3
59782;1;2;3;1;3
59783;1;2;4;1;4
59784;1;2;4;1;1
59785;1;4;4;3;4
59786;1;2;3;3;2
59787;2;2;3;3;1
59788;1;2;3;3;3
59789;1;2;2;4;3
59790;2;2;3;3;1
59791;1;2;4;3;4
59792;1;2;4;1;1
59793;1;2;3;2;2
59794;1;2;2;3;1
59795;1;2;2;1;2
59796;1;2;4;1;2
59797;1;2;2;3;1
59798;2;2;4;3;3
59799;1;2;3;1;1
59800;2;2;4;2;1
59801;1;4;4;1;2
59802;1;2;3;1;2
59803;2;2;3;3;1
59804;2;4;4;1;3
59805;1;2;3;1;1
59806;1;4;3;1;1
59807;1;2;4;2;2
59808;2;2;4;1;1
59809;1;2;4;1;1
59810;1;2;4;2;2
59811;0;0;0;0;0
59812;1;2;3;3;3
59813;1;2;3;3;4
59814;1;2;2;3;3
59815;1;2;4;3;2
59816;1;2;3;1;2
59817;1;2;3;1;3
59818;2;2;4;1;3
59819;1;2;3;1;1
59820;1;2;2;1;3
59821;1;2;3;1;2
59822;1;2;2;1;1
59823;1;2;3;1;1
59824;1;2;3;1;1
59825;1;2;3;2;1
59826;1;2;2;3;1
59827;1;2;4;3;1
59828;1;2;2;3;2
59829;1;3;4;3;1
59830;1;4;2;2;1
59831;1;2;3;3;1
59832;1;2;2;3;4
59833;1;2;2;1;4
59834;2;3;3;3;3
59835;1;2;4;2;4
59836;2;2;4;1;2
59837;1;2;2;1;4
59838;2;4;4;1;2
59839;1;2;3;3;1
59840;1;4;4;3;4
59841;2;2;3;3;1
59842;0;2;3;1;2
59843;1;2;4;1;3
59844;0;2;3;1;2
59845;2;2;4;3;3
59846;1;4;4;1;3
59847;1;2;2;2;1
59848;1;4;2;1;4
59849;1;3;3;1;3
59850;2;2;3;3;1
59851;1;2;4;2;4
59852;1;2;3;1;3
59853;1;4;4;1;2
59854;1;2;3;1;3
59855;1;3;3;3;3
59856;2;2;3;1;1
59857;2;3;4;1;2
59858;1;2;2;2;2
59859;1;4;4;1;2
59860;1;2;4;3;2
59861;1;4;4;1;2
59862;2;2;4;2;2
59863;1;2;2;2;3
59864;1;2;2;1;4
59865;1;2;4;1;3
59866;2;2;4;3;2
59867;2;4;3;1;4
59868;1;2;3;3;1
59869;2;2;4;3;1
59870;2;2;2;1;4
59871;2;1;3;1;1
59872;1;3;3;3;2
59873;1;3;3;2;2
59874;1;4;3;1;1
59875;1;4;4;1;4
59876;1;2;2;1;2
59877;1;2;3;3;1
59878;2;2;3;3;2
59879;1;2;2;3;4
59880;1;2;4;1;4
59881;1;2;4;1;4
59882;0;4;3;2;1
59883;1;2;4;3;3
59884;0;2;3;3;3
59885;1;3;4;1;2
59886;2;2;4;3;2
59887;0;2;4;1;1
59888;1;2;3;3;1
59889;1;2;4;2;2
59890;2;2;3;1;4
59891;1;4;3;3;3
59892;1;3;3;3;4
59893;1;2;3;3;4
59894;1;2;4;2;2
59895;1;3;4;3;2
59896;1;2;3;4;2
59897;1;4;3;3;3
59898;1;2;2;3;2
59899;0;3;4;3;1
59900;1;4;4;1;2
59901;1;2;4;3;2
59902;1;2;4;4;4
59903;1;2;4;3;3
59904;1;2;4;1;2
59905;2;3;3;1;1
59906;1;4;3;1;1
59907;1;3;4;3;2
59908;1;3;4;1;4
59909;1;2;3;1;3
59910;1;2;4;3;2
59911;1;2;3;1;3
59912;2;4;3;2;1
59913;2;2;3;1;1
59914;1;2;4;3;2
59915;1;2;4;1;4
59916;1;4;2;1;1
59917;1;2;4;1;4
59918;2;3;3;3;1
59919;1;2;3;1;1
59920;1;2;1;1;1
59921;0;0;0;0;0
59922;1;2;4;1;1
59923;1;4;4;3;1
59924;1;2;4;1;3
59925;1;3;4;3;1
59926;1;2;4;2;4
59927;2;4;3;1;3
59928;1;4;4;1;2
59929;1;2;4;3;2
59930;1;2;2;1;4
59931;2;3;4;1;2
59932;0;4;4;3;2
59933;1;2;3;1;4
59934;1;2;4;2;3
59935;2;2;4;1;4
59936;1;4;4;3;1
59937;2;2;3;3;1
59938;1;2;4;1;4
59939;1;2;2;1;1
59940;2;2;3;2;1
59941;1;2;2;1;3
59942;2;4;4;3;1
59943;1;2;2;3;4
59944;2;4;3;1;2
59945;1;4;3;3;1
59946;1;4;3;1;4
59947;1;2;3;3;1
59948;1;2;3;1;2
59949;1;2;3;3;3
59950;1;2;3;2;1
59951;1;2;3;1;2
59952;1;4;4;3;1
59953;1;2;2;1;2
59954;1;2;3;4;3
59955;1;2;2;4;1
59956;1;2;3;1;2
59957;0;3;4;3;1
59958;1;3;4;3;4
59959;2;2;2;1;3
59960;1;2;3;1;2
59961;1;2;4;3;1
59962;1;2;3;1;4
59963;0;2;2;2;1
59964;1;2;3;1;4
59965;1;2;4;1;2
59966;1;2;4;1;4
59967;1;2;3;1;1
59968;1;2;2;1;1
59969;1;4;4;3;4
59970;1;2;4;1;4
59971;1;2;3;1;2
59972;1;2;4;1;3
59973;1;2;4;3;4
59974;1;3;4;3;2
59975;1;2;3;3;4
59976;1;4;3;2;1
59977;1;4;4;2;1
59978;2;2;4;1;1
59979;1;2;4;3;2
59980;1;2;2;3;4
59981;1;3;3;4;1
59982;1;2;2;3;1
59983;1;3;3;3;2
59984;1;2;3;1;2
59985;1;2;4;4;3
59986;1;2;2;2;3
59987;1;2;3;1;4
59988;1;2;4;1;3
59989;1;2;4;3;2
59990;1;2;4;3;1
59991;1;2;4;3;3
59992;1;2;4;3;4
59993;1;2;3;3;1
59994;1;4;3;1;1
59995;1;4;4;1;3
59996;1;2;3;3;2
59997;1;2;2;3;3
59998;1;2;3;1;2
59999;1;2;4;1;4
60000;2;2;2;3;3
60001;2;3;4;3;2
60002;1;3;2;1;2
60003;1;3;4;3;1
60004;1;2;4;1;1
60005;1;2;3;3;1
60006;1;2;3;3;2
60007;2;3;4;3;1
60008;1;2;3;1;2
60009;1;2;4;1;1
60010;1;2;4;1;4
60011;1;2;4;1;3
60012;1;2;4;3;1
60013;1;2;4;3;2
60014;1;2;4;3;2
60015;0;2;3;3;1
60016;2;2;2;1;4
60017;1;2;3;2;1
60018;1;4;4;1;2
60019;1;2;4;1;2
60020;2;4;3;3;4
60021;1;2;3;1;2
60022;1;3;2;3;2
60023;2;2;4;3;1
60024;1;2;3;2;1
60025;2;2;3;3;1
60026;1;2;4;1;4
60027;1;3;4;3;2
60028;1;3;4;3;1
60029;1;2;3;1;4
60030;1;2;4;1;3
60031;1;2;3;1;1
60032;1;2;3;1;2
60033;1;2;4;1;4
60034;1;3;3;2;1
60035;1;2;3;3;2
60036;1;2;3;1;1
60037;1;4;4;3;2
60038;1;2;3;1;2
60039;1;2;2;1;4
60040;1;2;4;2;2
60041;1;2;4;3;2
60042;1;2;3;3;4
60043;1;2;3;3;3
60044;1;4;3;1;2
60045;1;2;4;2;4
60046;2;2;4;3;2
60047;1;2;2;3;1
60048;1;2;3;3;1
60049;1;2;3;3;1
60050;1;2;3;1;2
60051;2;2;2;1;3
60052;1;4;3;2;2
60053;2;2;3;1;2
60054;1;2;4;2;3
60055;2;4;4;1;3
60056;2;1;3;1;3
60057;1;2;4;3;1
60058;0;2;4;1;2
60059;1;2;4;1;1
60060;1;2;2;1;2
60061;1;2;3;3;1
60062;1;4;4;3;1
60063;0;2;4;1;4
60064;1;2;3;3;1
60065;1;2;2;1;4
60066;1;4;4;1;2
60067;1;2;4;2;4
60068;1;2;4;1;4
60069;1;2;4;2;2
60070;1;2;4;3;4
60071;1;2;3;1;2
60072;1;4;3;1;2
60073;1;2;4;3;2
60074;1;2;3;1;1
60075;1;2;3;1;4
60076;1;4;2;1;3
60077;1;2;4;1;4
60078;1;4;4;1;4
60079;1;2;3;1;2
60080;1;3;4;1;2
60081;1;2;2;1;1
60082;2;2;3;3;1
60083;1;2;3;1;4
60084;1;2;4;1;4
60085;1;2;4;3;4
60086;1;3;3;3;2
60087;1;2;3;3;1
60088;2;4;3;1;4
60089;1;4;4;3;2
60090;2;4;2;1;3
60091;1;2;4;4;1
60092;1;3;4;1;4
60093;1;2;3;1;2
60094;1;4;4;3;4
60095;1;2;4;1;4
60096;1;4;4;3;4
60097;2;4;4;3;4
60098;1;2;2;3;1
60099;1;2;3;3;2
60100;2;2;3;2;1
60101;1;2;3;2;2
60102;1;2;4;1;4
60103;1;2;2;1;1
60104;2;2;2;3;1
60105;1;2;4;3;2
60106;1;2;3;1;3
60107;1;2;3;1;4
60108;2;2;4;1;2
60109;1;2;2;1;1
60110;1;2;3;2;1
60111;1;2;2;2;1
60112;1;2;3;3;2
60113;1;2;2;3;4
60114;1;2;4;1;3
60115;1;2;4;1;4
60116;2;2;2;3;4
60117;1;2;4;1;2
60118;1;2;4;1;4
60119;1;2;4;1;1
60120;1;2;3;1;2
60121;2;2;4;1;4
60122;1;2;4;1;4
60123;1;2;3;1;2
60124;1;3;2;2;2
60125;2;2;3;1;3
60126;1;2;4;1;1
60127;1;2;4;1;1
60128;2;2;4;3;1
60129;1;2;4;1;4
60130;1;4;2;3;4
60131;2;2;3;1;3
60132;2;2;3;1;4
60133;2;2;3;3;4
60134;1;2;3;2;1
60135;1;2;4;1;4
60136;1;2;4;1;2
60137;1;3;4;3;1
60138;1;2;3;1;3
60139;2;2;4;3;4
60140;1;4;4;1;2
60141;1;2;3;1;3
60142;0;0;0;0;0
60143;1;2;3;3;1
60144;1;4;3;1;4
60145;1;2;3;1;4
60146;2;2;4;3;4
60147;1;2;3;2;1
60148;2;2;3;3;4
60149;1;2;3;1;3
60150;2;2;4;1;2
60151;1;3;3;3;2
60152;1;2;3;1;2
60153;1;2;4;3;1
60154;1;2;4;3;2
60155;1;2;4;1;4
60156;2;2;2;2;1
60157;2;3;4;3;3
60158;1;2;4;1;1
60159;1;4;4;1;2
60160;1;2;4;1;3
60161;1;2;2;3;2
60162;2;2;3;1;3
60163;1;2;2;1;1
60164;2;2;2;1;2
60165;1;2;3;3;1
60166;1;2;1;1;1
60167;1;2;4;1;4
60168;1;2;3;2;1
60169;1;2;3;1;2
60170;1;3;4;3;2
60171;1;2;3;1;3
60172;2;2;3;1;1
60173;2;2;4;3;2
60174;1;2;4;1;4
60175;1;2;3;3;3
60176;2;3;2;3;1
60177;1;2;3;3;2
60178;2;2;4;1;2
60179;1;2;2;3;4
60180;1;2;4;1;4
60181;1;2;4;2;1
60182;1;2;2;2;1
60183;1;2;3;1;4
60184;1;4;4;3;2
60185;1;4;3;1;4
60186;2;2;4;3;2
60187;1;2;3;1;2
60188;1;3;3;3;2
60189;1;2;4;3;2
60190;1;4;3;1;2
60191;0;2;3;2;1
60192;1;2;3;1;1
60193;1;4;3;1;1
60194;1;4;3;3;4
60195;1;2;4;1;2
60196;1;2;4;3;4
60197;2;3;4;3;2
60198;1;2;4;1;3
60199;1;2;4;1;4
60200;1;4;3;1;2
60201;1;3;3;3;4
60202;1;2;4;1;4
60203;2;4;3;3;4
60204;1;2;2;2;4
60205;2;2;4;1;2
60206;1;2;2;3;1
60207;1;2;4;1;2
60208;1;2;4;1;2
60209;1;2;4;3;4
60210;1;2;3;1;3
60211;1;2;3;1;2
60212;1;4;3;2;2
60213;1;2;4;1;2
60214;2;4;3;3;1
60215;1;3;4;3;2
60216;1;2;4;3;4
60217;1;2;4;1;1
60218;1;2;2;1;4
60219;1;3;3;1;1
60220;1;3;2;1;1
60221;2;2;4;1;4
60222;1;3;2;1;3
60223;1;2;3;3;3
60224;2;2;4;3;1
60225;1;3;4;3;1
60226;1;2;4;3;4
60227;1;2;2;1;4
60228;2;4;4;1;4
60229;1;2;2;3;2
60230;2;2;3;3;3
60231;1;4;2;1;3
60232;1;2;4;3;2
60233;1;2;4;3;4
60234;2;2;3;1;1
60235;1;2;4;3;2
60236;1;2;2;3;1
60237;1;2;3;1;3
60238;1;2;3;1;2
60239;1;3;4;3;1
60240;1;2;4;1;2
60241;2;2;4;3;1
60242;2;2;3;2;1
60243;1;2;3;1;4
60244;1;2;4;1;2
60245;1;2;4;3;4
60246;1;2;4;1;2
60247;1;2;4;1;4
60248;2;2;4;3;1
60249;1;4;3;1;1
60250;1;4;4;3;4
60251;1;2;3;1;4
60252;1;2;3;2;1
60253;1;2;3;1;1
60254;1;2;3;2;3
60255;1;4;4;3;4
60256;1;2;3;3;1
60257;2;2;3;1;2
60258;1;4;4;3;1
60259;2;2;3;1;4
60260;2;4;4;3;2
60261;1;2;4;1;2
60262;2;2;2;2;1
60263;0;2;3;3;1
60264;1;2;4;1;4
60265;2;4;4;2;1
60266;1;2;3;2;1
60267;2;4;4;3;1
60268;2;2;2;3;1
60269;1;2;4;3;2
60270;2;2;4;3;4
60271;1;2;3;3;3
60272;2;2;3;4;4
60273;2;2;3;2;1
60274;2;4;3;2;3
60275;1;2;4;3;4
60276;1;4;4;1;2
60277;1;2;4;1;4
60278;2;2;3;1;1
60279;1;2;4;1;3
60280;1;2;4;2;2
60281;1;2;3;1;2
60282;1;2;4;3;1
60283;1;3;4;3;2
60284;1;2;3;1;1
60285;1;4;3;3;4
60286;1;2;4;3;2
60287;1;2;3;4;4
60288;1;2;4;3;2
60289;1;2;3;1;1
60290;1;2;4;3;4
60291;1;2;4;1;2
60292;1;3;4;1;2
60293;1;2;4;1;2
60294;1;2;3;3;3
60295;1;2;2;1;4
60296;1;4;4;3;1
60297;1;2;3;1;4
60298;1;2;4;3;2
60299;1;2;4;1;4
60300;1;2;2;3;3
60301;1;3;4;3;2
60302;1;2;4;3;4
60303;1;2;2;1;4
60304;1;2;4;1;3
60305;0;0;0;0;0
60306;1;2;2;1;3
60307;2;2;2;1;1
60308;1;2;3;1;1
60309;1;2;2;3;4
60310;1;2;4;1;4
60311;1;2;2;1;1
60312;1;2;4;3;4
60313;2;4;4;3;2
60314;1;2;3;3;4
60315;2;2;2;3;2
60316;1;4;2;3;1
60317;2;2;3;1;1
60318;2;2;2;1;3
60319;2;2;2;1;1
60320;1;2;4;3;4
60321;1;2;3;2;1
60322;2;2;4;1;4
60323;2;4;4;1;4
60324;1;2;4;4;4
60325;1;2;4;3;2
60326;1;2;2;1;1
60327;1;2;3;1;4
