"user_id";"sex_type";"occupation";"education";"marriage";"person_typpe";"sex_occupation";"sex_education";"sex_marriage";"sex_persontype";"occupation_education";"occupation_marriage";"occupation_persontype";"education_marriage";"education_persontype";"marriage_persontype";"credit_card_numbers";"mean_credit_limit";"max_credit_limit";"min_credit_limit";"s_1_times";"s_1_times_prob";"s_0_times";"s_0_times_prob";"mean_cycle_interest";"max_cycle_interest";"min_cycle_interest";"mean_zuidihuankuan";"min_zuidihuankuan";"max_zuidihuankuan";"mean_moneyreturn_rate";"mean_lastmoneyreturn";"min_lastmoneyreturn";"max_lastmoneyreturn";"mean_lastmoneyuse";"min_lastmoneyuse";"max_lastmoneyuse";"mean_consume_numbers";"max_consume_numbers";"min_consume_numbers";"mean_yue";"max_yue";"min_yue";"mean_jine";"max_jine";"min_jine";"bias_jine_yue";"mean_available";"max_available";"min_available";"mean_adjust";"max_adjust";"min_adjust";"consumed_money";"consumed_rate";"lable"
7345;2;3;4;3;2;6.1;8.1;6.1;4.1;12.1;9.1;6.1;12.1;8.1;6.1;1;20.1536;20.1536;20.1536;0;0.0;9;1.0;0.0;0.0;0.0;6.10444;-19.5226;19.4222;1.0465;18.8263;9.1516;20.6679;17.9897;0.0;20.6677;3;5;2;20.1978;20.6969;19.4506;20.2692;20.7259;19.7264;-0.642584;0.0;0.0;0.0;0.0;0.0;0.0;182.423;1.00353;1
7352;2;2;4;1;4;4.1;8.1;2.1;8.1;8.1;2.1;8.1;4.1;16.1;4.1;1;19.055;19.055;19.055;0;0.0;3;1.0;0.0;0.0;0.0;16.8989;16.8824;16.9127;0.979062;18.6227;18.0052;18.9496;19.021;18.9277;19.0678;0;0;0;19.0688;19.0714;19.0674;18.672;19.0864;18.0157;1.19063;0.0;0.0;0.0;0.0;0.0;0.0;56.0159;0.979187;1
7460;2;2;4;3;2;4.1;8.1;6.1;4.1;8.1;6.1;4.1;12.1;8.1;6.1;8;13.6948;22.0507;0.0;0;0.0;176;1.0;1.01369;17.1542;0.0;16.5915;0.0;22.5239;0.98727;11.6129;0.0;21.3576;11.7627;-18.2521;21.068;1;9;0;18.4042;23.0407;0.0;11.9108;21.3569;0.0;1142.84;0.0;0.0;0.0;-0.420595;0.0;-20.7949;2170.32;0.67003;1
7463;1;2;4;2;2;2.1;4.1;2.1;2.1;8.1;4.1;4.1;8.1;8.1;4.1;2;8.95715;20.1536;0.0;0;0.0;9;1.0;0.0;0.0;0.0;15.2701;0.0;18.2113;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;4;0;15.4152;20.2604;-11.0233;0.0;0.0;0.0;138.737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
7473;1;2;3;1;4;2.1;3.1;1.1;4.1;6.1;2.1;8.1;3.1;12.1;4.1;1;19.4604;19.4604;19.4604;0;0.0;1;0.0;0.0;0.0;0.0;17.2094;17.2094;17.2094;0.0;14.5067;14.5067;14.5067;0.0;0.0;0.0;0;0;0;19.4639;19.4639;19.4639;19.4709;19.4709;19.4709;-0.0070076;0.0;0.0;0.0;0.0;0.0;0.0;19.4709;1.00036;1
7493;1;4;3;3;1;4.1;3.1;3.1;1.1;12.1;12.1;4.1;9.1;3.1;3.1;1;20.7455;21.0699;20.6644;0;0.0;15;1.0;0.0;0.0;0.0;15.4921;0.0;18.7588;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;17.7846;20.6491;0.0;0.0;0.0;0.0;266.769;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
7507;1;2;3;3;4;2.1;3.1;3.1;4.1;6.1;6.1;8.1;9.1;12.1;12.1;4;20.1054;20.3077;19.4604;0;0.0;33;1.0;3.17016;16.1492;0.0;17.7403;17.0033;18.5435;1.00255;18.2198;0.0;21.0598;18.1735;0.0;20.3237;1;5;0;19.9939;20.3247;18.6959;9.92531;21.059;0.0;332.265;0.0;0.0;0.0;0.0;0.0;0.0;327.535;0.496416;1
7555;1;2;4;1;4;2.1;4.1;1.1;4.1;8.1;2.1;8.1;4.1;16.1;4.1;1;0.0;0.0;0.0;0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
7568;1;2;4;1;3;2.1;4.1;1.1;3.1;8.1;2.1;6.1;4.1;12.1;3.1;2;10.4309;21.7958;0.0;0;0.0;19;1.0;1.82269;17.551;0.0;16.5975;0.0;21.778;0.758967;9.45083;0.0;21.236;12.4522;0.0;21.5034;1;4;0;17.8503;21.8214;-16.6722;11.2492;21.5057;0.0;125.421;0.0;0.0;0.0;0.0;0.0;0.0;213.736;0.630198;1
7573;1;2;4;1;3;2.1;4.1;1.1;3.1;8.1;2.1;6.1;4.1;12.1;3.1;4;19.5779;20.3767;19.055;0;0.0;64;1.0;1.60893;15.0642;0.0;13.9747;0.0;19.0092;1.21024;15.5586;0.0;20.5601;12.8558;-11.2184;19.9303;2;8;0;13.9586;19.9303;-14.3653;11.5729;19.9571;0.0;152.686;1.48912;19.4526;-11.2184;0.0;0.0;0.0;740.663;0.829086;1
7581;1;2;4;3;1;2.1;4.1;3.1;1.1;8.1;6.1;2.1;12.1;4.1;3.1;1;15.9243;19.5944;0.0;0;0.0;12;1.0;0.0;0.0;0.0;13.4481;0.0;17.1846;1.55962;16.0587;0.0;20.1378;10.2965;-15.7026;19.6162;1;2;0;15.367;19.4872;0.0;17.3946;20.0332;0.0;-24.3314;0.0;0.0;0.0;0.0;0.0;0.0;208.735;1.13195;1
7602;1;2;4;3;4;2.1;4.1;3.1;4.1;8.1;6.1;8.1;12.1;16.1;12.1;1;19.9713;19.9713;19.9713;0;0.0;1;1.0;0.0;0.0;0.0;18.609;18.609;18.609;0.0;0.0;0.0;0.0;19.9631;19.9631;19.9631;2;2;2;19.9912;19.9912;19.9912;0.0;0.0;0.0;19.9912;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
7603;2;2;2;3;1;4.1;4.1;6.1;2.1;4.1;6.1;2.1;6.1;2.1;3.1;2;16.2656;21.0699;0.0;0;0.0;9;1.0;11.2806;17.2778;0.0;17.209;0.0;19.9278;0.525152;8.53868;0.0;19.9544;16.2594;0.0;21.1162;0;0;0;18.6062;21.1162;0.0;14.1663;19.1662;0.0;39.9588;0.0;0.0;0.0;0.0;0.0;0.0;127.497;0.761377;1
7612;1;2;4;1;3;2.1;4.1;1.1;3.1;8.1;2.1;6.1;4.1;12.1;3.1;2;20.3564;20.6644;19.9713;0;0.0;9;1.0;0.0;0.0;0.0;18.3697;16.991;19.9834;0.722849;14.2768;0.0;20.4846;19.7508;19.1826;20.4846;3;5;1;19.7796;20.4846;19.2936;7.85558;18.6374;0.0;107.316;0.0;0.0;0.0;0.0;0.0;0.0;70.7002;0.397156;1
7626;1;2;3;3;2;2.1;3.1;3.1;2.1;6.1;6.1;4.1;9.1;6.1;6.1;1;19.4604;19.4604;19.4604;0;0.0;1;0.0;11.2184;11.2184;11.2184;16.9176;16.9176;16.9176;0.0;19.947;19.947;19.947;0.0;0.0;0.0;2;2;2;19.2205;19.2205;19.2205;20.3413;20.3413;20.3413;-1.12085;0.0;0.0;0.0;0.0;0.0;0.0;20.3413;1.05832;1
7635;1;3;3;3;2;3.1;3.1;3.1;2.1;9.1;9.1;6.1;9.1;6.1;6.1;3;14.0573;21.6577;0.0;0;0.0;7;1.0;0.0;0.0;0.0;20.6634;18.872;23.1191;0.0;0.0;0.0;0.0;20.6427;18.8769;23.0546;0;0;0;20.6655;23.1191;18.8769;10.5772;20.3454;0.0;70.6185;0.0;0.0;0.0;0.0;0.0;0.0;74.0401;0.511827;1
7640;1;3;3;3;4;3.1;3.1;3.1;4.1;9.1;9.1;12.1;9.1;12.1;12.1;3;19.0524;19.7481;18.3618;0;0.0;20;1.0;0.0;0.0;0.0;15.7979;0.0;17.4455;1.28394;18.278;14.0787;20.3106;14.2358;-19.0003;19.7125;2;5;0;17.5266;19.7125;0.0;10.759;20.1804;0.0;135.352;0.0;0.0;0.0;0.0;0.0;0.0;215.18;0.613866;1
7687;1;2;4;1;3;2.1;4.1;1.1;3.1;8.1;2.1;6.1;4.1;12.1;3.1;5;13.1468;21.3576;0.0;0;0.0;51;1.0;0.761102;16.2588;0.0;16.1663;0.0;19.1598;1.15984;11.0638;0.0;20.9378;9.53911;-18.9136;21.2749;1;8;0;16.5509;21.2749;-18.9136;12.0975;20.9893;0.0;227.122;0.362402;18.4825;0.0;0.0;0.0;0.0;616.973;0.730928;1
7699;1;2;3;1;2;2.1;3.1;1.1;2.1;6.1;2.1;4.1;3.1;6.1;2.1;2;0.0;0.0;0.0;0;0.0;2;1.0;8.55641;17.1128;0.0;16.7897;14.4871;19.0923;0.922542;17.4955;15.1929;19.7981;18.9645;16.6619;21.2671;1;2;0;18.9516;21.2542;16.649;9.83286;19.6657;0.0;18.2374;0.0;0.0;0.0;0.0;0.0;0.0;19.6657;0.518842;1
7749;1;2;2;3;2;2.1;2.1;3.1;2.1;4.1;6.1;4.1;6.1;4.1;6.1;2;19.4763;20.1536;18.3618;0;0.0;14;1.0;0.0;0.0;0.0;16.5118;13.9171;17.4142;0.501842;7.87287;0.0;19.7481;15.6879;-13.0038;19.0747;1;2;0;17.7816;19.0747;16.2196;15.7704;19.6176;12.451;28.1567;0.0;0.0;0.0;0.0;0.0;0.0;220.786;0.886895;1
7772;2;2;4;1;4;4.1;8.1;2.1;8.1;8.1;2.1;8.1;4.1;16.1;4.1;1;20.6644;20.6644;20.6644;0;0.0;15;1.0;0.0;0.0;0.0;18.6157;17.9888;19.5335;0.823886;16.9091;0.0;20.9351;20.5236;20.1777;20.6843;0;0;0;20.5252;20.6843;20.1777;19.2928;20.8214;16.6835;18.4862;0.0;0.0;0.0;0.0;0.0;0.0;289.393;0.939956;1
7774;1;2;3;1;3;2.1;3.1;1.1;3.1;6.1;2.1;6.1;3.1;9.1;3.1;1;20.8467;20.8467;20.8467;0;0.0;4;1.0;0.0;0.0;0.0;17.1413;15.6489;17.867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0;19.9638;20.8628;17.9515;0.0;0.0;0.0;79.8551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
7813;0;4;4;3;3;0.1;0.1;0.1;0.1;16.1;12.1;12.1;12.1;12.1;9.1;2;19.8597;20.4413;19.2781;0;0.0;2;1.0;8.13569;16.2714;0.0;17.149;16.5386;17.7594;0.893504;17.7598;16.7524;18.7673;19.8766;19.2925;20.4607;1;1;1;19.8732;20.4545;19.2919;17.6944;18.644;16.7447;4.35774;0.0;0.0;0.0;0.0;0.0;0.0;35.3887;0.890362;1
7825;1;2;3;3;2;2.1;3.1;3.1;2.1;6.1;6.1;4.1;9.1;6.1;6.1;1;19.7481;19.7481;19.7481;0;0.0;1;1.0;0.0;0.0;0.0;17.5844;17.5844;17.5844;0.883402;17.4455;17.4455;17.4455;19.7481;19.7481;19.7481;0;0;0;19.6701;19.6701;19.6701;16.0552;16.0552;16.0552;3.61482;0.0;0.0;0.0;0.0;0.0;0.0;16.0552;0.816227;1
7831;1;2;4;1;3;2.1;4.1;1.1;3.1;8.1;2.1;6.1;4.1;12.1;3.1;6;14.5;22.1685;0.0;0;0.0;89;1.0;0.0;0.0;0.0;19.15;16.1636;21.2842;0.974205;13.675;0.0;22.0488;14.0371;0.0;22.8631;3;15;0;20.4997;22.8631;18.4597;13.8626;22.5355;-20.0887;590.701;3.63808;21.6835;0.0;-0.235494;0.0;-20.959;1254.73;0.687722;1
7887;1;4;4;3;4;4.1;4.1;3.1;4.1;16.1;12.1;16.1;12.1;16.1;12.1;1;0.0;0.0;0.0;0;0.0;2;1.0;0.0;0.0;0.0;8.97923;0.0;17.9585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;9.99308;19.9862;0.0;0.0;0.0;0.0;19.9862;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
7906;1;2;3;1;2;2.1;3.1;1.1;2.1;6.1;2.1;4.1;3.1;6.1;2.1;5;18.5625;20.9268;0.0;0;0.0;35;1.0;0.869198;17.0219;0.0;17.3725;0.0;18.9386;0.927881;16.8624;0.0;21.001;18.173;0.0;20.7804;1;5;0;19.0423;20.8987;-14.2471;16.4957;21.1454;0.0;89.1305;0.0;0.0;0.0;0.0;0.0;0.0;577.349;0.866267;1
7944;1;3;3;3;1;3.1;3.1;3.1;1.1;9.1;9.1;3.1;9.1;3.1;3.1;1;20.4413;20.4413;20.4413;0;0.0;6;1.0;0.0;0.0;0.0;18.4821;17.9879;18.8964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;5;0;19.2406;19.5621;18.7871;0.0;0.0;0.0;115.444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
7975;0;2;4;1;4;0.1;0.1;0.1;0.1;8.1;2.1;8.1;4.1;16.1;4.1;1;19.4604;19.4604;19.4604;0;0.0;10;1.0;0.0;0.0;0.0;16.6054;16.008;17.1579;1.0048;11.5785;0.0;20.3884;11.5233;0.0;19.6563;3;8;0;18.8873;19.4578;18.3023;11.4146;20.4282;0.0;74.7276;0.0;0.0;0.0;0.0;0.0;0.0;114.146;0.60435;1
7985;0;2;4;2;4;0.1;0.1;0.1;0.1;8.1;4.1;8.1;8.1;16.1;8.1;4;18.3052;21.763;0.0;0;0.0;44;1.0;1.51751;14.7816;0.0;19.007;16.366;20.2524;1.00147;16.7089;0.0;21.4641;16.6844;0.0;21.3838;0;3;0;20.062;21.2305;18.7817;17.2809;21.2339;0.0;122.372;1.20377;18.7674;0.0;0.0;0.0;0.0;760.358;0.861371;1
8011;0;2;3;2;4;0.1;0.1;0.1;0.1;6.1;4.1;8.1;6.1;12.1;8.1;2;9.73022;19.4604;0.0;0;0.0;2;1.0;0.0;0.0;0.0;9.59585;0.0;19.1917;0.0;0.0;0.0;0.0;9.80757;0.0;19.6151;0;0;0;9.83022;19.6604;0.0;8.27173;16.5435;0.0;3.11698;0.0;0.0;0.0;0.0;0.0;0.0;16.5435;0.841459;1
8018;1;2;4;3;2;2.1;4.1;3.1;2.1;8.1;6.1;4.1;12.1;8.1;6.1;1;21.3576;21.3576;21.3576;0;0.0;4;1.0;0.0;0.0;0.0;18.8796;18.3534;19.055;1.1919;18.883;11.4541;21.3626;15.8428;0.0;21.3575;0;0;0;21.1822;21.3575;20.656;21.2856;21.7658;20.6561;-0.413801;0.0;0.0;0.0;0.0;0.0;0.0;85.1424;1.00488;1
8041;1;2;3;3;4;2.1;3.1;3.1;4.1;6.1;6.1;8.1;9.1;12.1;12.1;1;18.685;19.4604;18.3618;0;0.0;17;1.0;0.0;0.0;0.0;15.1295;0.0;17.5327;0.91574;17.234;0.0;20.0897;18.8198;18.2955;19.4725;2;3;1;16.8769;19.4751;-14.6136;17.9927;20.0911;15.1339;-18.9693;0.0;0.0;0.0;0.0;0.0;0.0;305.876;1.06612;1
8054;1;2;4;3;1;2.1;4.1;3.1;1.1;8.1;6.1;2.1;12.1;4.1;3.1;2;18.4543;19.7481;18.3618;0;0.0;15;1.0;0.0;0.0;0.0;15.8057;0.0;17.5436;0.965214;13.0774;0.0;18.5688;13.5487;-15.704;18.4022;1;2;0;17.2232;19.6433;0.0;1.31895;19.7842;0.0;238.563;0.0;0.0;0.0;0.0;0.0;0.0;19.7842;0.0765799;1
8055;1;4;4;3;2;4.1;4.1;3.1;2.1;16.1;12.1;8.1;12.1;8.1;6.1;3;20.3554;20.4413;20.3077;0;0.0;14;1.0;5.55094;16.69;0.0;17.8257;17.4332;18.1781;0.926287;16.1095;0.0;20.4549;17.3915;0.0;20.5454;2;6;0;20.3035;20.5454;19.7635;18.9236;20.5571;16.0578;19.3184;0.0;0.0;0.0;0.0;0.0;0.0;264.93;0.932037;1
8059;1;2;3;1;2;2.1;3.1;1.1;2.1;6.1;2.1;4.1;3.1;6.1;2.1;1;19.4604;19.4604;19.4604;0;0.0;5;1.0;0.0;0.0;0.0;15.8776;15.3661;16.56;1.25523;18.1056;17.5146;19.4113;14.4242;0.0;18.8584;3;3;3;18.0618;18.8584;17.2813;18.344;19.5468;17.3222;-1.41079;0.0;0.0;0.0;0.0;0.0;0.0;91.7199;1.01562;1
8062;1;2;2;1;3;2.1;2.1;1.1;3.1;4.1;2.1;6.1;2.1;6.1;3.1;2;19.7481;20.4413;19.055;0;0.0;4;1.0;0.0;0.0;0.0;17.246;16.3741;18.0418;2.03931;19.7808;19.047;20.4967;9.69973;0.0;20.1223;0;0;0;19.0108;20.1223;18.1933;19.9455;20.6559;19.572;-3.73875;0.0;0.0;0.0;0.0;0.0;0.0;79.7819;1.04917;1
8087;1;4;4;3;1;4.1;4.1;3.1;1.1;16.1;12.1;4.1;12.1;4.1;3.1;2;19.753;20.9268;18.0052;0;0.0;33;1.0;0.0;0.0;0.0;14.3544;-13.0635;18.8602;1.26517;14.8774;0.0;20.3552;11.7593;-19.1197;20.3943;4;23;0;17.7901;20.7833;0.0;16.2771;20.6637;0.0;49.927;0.0;0.0;0.0;0.0;0.0;0.0;537.146;0.914956;1
8104;1;2;4;2;1;2.1;4.1;2.1;1.1;8.1;4.1;2.1;8.1;4.1;2.1;4;20.6387;20.7597;19.9713;0;0.0;32;1.0;0.0;0.0;0.0;17.3341;0.0;18.4553;1.0616;19.3805;0.0;20.8967;18.2559;-13.5018;20.7579;0;2;0;19.4873;20.7579;-13.5018;19.9468;21.4523;0.0;-14.7034;0.0;0.0;0.0;0.0;0.0;0.0;638.296;1.02358;1
8106;2;2;4;3;1;4.1;8.1;6.1;2.1;8.1;6.1;2.1;12.1;4.1;3.1;2;7.02329;21.0699;0.0;0;0.0;6;1.0;0.0;0.0;0.0;12.2989;0.0;18.9085;1.65332;5.80442;0.0;18.7673;3.51077;0.0;21.0646;0;0;0;13.7469;21.0844;0.0;6.66999;21.0713;0.0;42.4614;0.0;0.0;0.0;0.0;0.0;0.0;40.02;0.4852;1
8125;1;2;4;3;2;2.1;4.1;3.1;2.1;8.1;6.1;4.1;12.1;8.1;6.1;2;19.6697;21.2067;16.4647;0;0.0;23;1.0;0.0;0.0;0.0;16.8839;13.6254;18.5833;1.03145;0.855808;0.0;19.6836;0.82971;0.0;19.0833;0;2;0;19.5945;21.3511;16.2459;0.865058;19.8963;0.0;430.777;0.0;0.0;0.0;0.0;0.0;0.0;19.8963;0.044148;1
8136;2;2;3;3;1;4.1;6.1;6.1;2.1;6.1;6.1;2.1;9.1;3.1;3.1;1;19.4604;19.4604;19.4604;0;0.0;1;1.0;0.0;0.0;0.0;17.0549;17.0549;17.0549;1.06766;20.1896;20.1896;20.1896;18.9102;18.9102;18.9102;0;0;0;18.0706;18.0706;18.0706;20.0176;20.0176;20.0176;-1.94703;0.0;0.0;0.0;0.0;0.0;0.0;20.0176;1.10775;1
8151;1;4;4;1;4;4.1;4.1;1.1;4.1;16.1;4.1;16.1;4.1;16.1;4.1;3;12.8343;20.3077;0.0;0;0.0;56;1.0;2.81745;16.4336;0.0;15.9938;0.0;19.9346;0.541664;6.359;0.0;20.3077;11.7398;-12.8724;20.3074;0;2;0;16.8712;20.3074;-12.8724;10.2946;20.3102;0.0;368.288;0.0;0.0;0.0;0.0;0.0;0.0;576.498;0.610189;1
8154;1;2;3;1;1;2.1;3.1;1.1;1.1;6.1;2.1;2.1;3.1;3.1;1.1;3;0.0;0.0;0.0;0;0.0;3;0.0;0.0;0.0;0.0;6.34521;0.0;19.0356;0.0;6.89637;0.0;20.6891;0.0;0.0;0.0;0;0;0;6.92396;20.7719;0.0;6.9242;20.7726;0.0;-0.000720978;0.0;0.0;0.0;0.0;0.0;0.0;20.7726;1.00003;1
8186;1;2;3;3;2;2.1;3.1;3.1;2.1;6.1;6.1;4.1;9.1;6.1;6.1;4;18.607;20.7597;0.0;0;0.0;46;1.0;3.53723;16.7533;0.0;17.9444;11.4028;20.6802;0.568096;9.60137;0.0;20.9192;16.901;-15.6508;20.6802;1;2;0;19.2682;20.6802;13.7085;16.0575;20.7689;0.0;147.694;0.0;0.0;0.0;1.30688;20.55;0.0;678.528;0.765541;1
8208;1;2;3;1;4;2.1;3.1;1.1;4.1;6.1;2.1;8.1;3.1;12.1;4.1;1;19.055;19.055;19.055;0;0.0;5;1.0;0.0;0.0;0.0;16.6085;16.1338;16.7653;1.17908;17.8028;16.7524;19.43;15.0989;0.0;19.0679;2;3;1;18.9111;19.0679;18.4364;18.0778;19.4446;15.6169;4.16632;0.0;0.0;0.0;0.0;0.0;0.0;90.3892;0.955938;1
8230;1;4;3;3;4;4.1;3.1;3.1;4.1;12.1;12.1;16.1;9.1;12.1;12.1;2;8.44369;21.3576;0.0;0;0.0;43;1.0;6.78408;17.2238;0.0;15.0565;0.0;20.3443;0.713464;6.02391;0.0;19.4604;8.44319;0.0;21.4047;0;0;0;16.7994;21.4047;0.0;6.8619;19.3347;0.0;427.313;0.0;0.0;0.0;0.0;0.0;0.0;295.062;0.408461;1
8243;1;2;4;3;3;2.1;4.1;3.1;3.1;8.1;6.1;6.1;12.1;12.1;9.1;5;15.9785;20.7036;0.0;0;0.0;24;1.0;0.0;0.0;0.0;17.5973;14.3042;18.9098;0.842578;7.09141;0.0;20.7597;8.41632;0.0;20.4829;1;4;0;19.64;20.4829;15.8562;10.3642;20.7584;0.0;222.621;0.852557;20.4614;0.0;0.0;0.0;0.0;248.74;0.527706;1
8247;1;2;3;1;3;2.1;3.1;1.1;3.1;6.1;2.1;6.1;3.1;9.1;3.1;1;0.0;0.0;0.0;0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.66022;18.625;18.625;18.625;-11.2184;-11.2184;-11.2184;1;1;1;-17.3713;-17.3713;-17.3713;18.2897;18.2897;18.2897;-35.661;0.0;0.0;0.0;0.0;0.0;0.0;18.2897;-1.05287;1
8252;1;2;3;1;1;2.1;3.1;1.1;1.1;6.1;2.1;2.1;3.1;3.1;1.1;2;19.8001;20.3077;18.3618;0;0.0;23;1.0;0.0;0.0;0.0;16.5622;0.0;18.9684;1.10711;17.4048;0.0;20.4413;15.7209;0.0;20.3101;0;1;0;17.6736;20.3101;-13.7365;18.6134;20.3435;0.0;-21.6169;0.0;0.0;0.0;0.0;0.0;0.0;428.109;1.05318;1
8269;1;2;3;1;1;2.1;3.1;1.1;1.1;6.1;2.1;2.1;3.1;3.1;1.1;1;19.7429;20.3077;19.4604;0;0.0;12;1.0;0.0;0.0;0.0;16.6082;15.3661;18.1223;1.03606;19.1976;18.2565;20.0574;18.5295;17.5603;20.3754;8;17;4;18.8894;20.4243;17.5603;19.4155;20.8429;18.4406;-6.31367;0.0;0.0;0.0;0.0;0.0;0.0;232.986;1.02785;1
8280;1;2;2;1;4;2.1;2.1;1.1;4.1;4.1;2.1;8.1;2.1;8.1;4.1;4;11.8758;21.763;0.0;0;0.0;29;1.0;1.68786;16.6534;0.0;19.7565;16.9835;22.4127;0.966145;8.74523;0.0;21.763;9.05167;0.0;21.763;0;5;0;20.7589;22.4127;18.5968;10.8601;21.763;0.0;287.067;0.0;0.0;0.0;0.0;0.0;0.0;314.942;0.523151;1
8311;1;2;2;1;3;2.1;2.1;1.1;3.1;4.1;2.1;6.1;2.1;6.1;3.1;1;20.6644;20.6644;20.6644;0;0.0;6;1.0;0.0;0.0;0.0;18.9795;18.2821;19.6818;0.979013;16.5912;0.0;20.6131;16.9468;0.0;20.6245;0;0;0;20.385;20.6292;19.659;20.0344;20.6535;18.4855;2.10372;0.0;0.0;0.0;0.0;0.0;0.0;120.206;0.9828;1
8372;1;2;2;3;1;2.1;2.1;3.1;1.1;4.1;6.1;2.1;6.1;2.1;3.1;1;20.1536;20.1536;20.1536;0;0.0;3;1.0;0.0;0.0;0.0;17.9099;17.8696;17.9373;1.00694;13.5314;0.0;20.4192;13.4381;0.0;20.1573;2;3;1;20.1563;20.1573;20.1545;0.0;0.0;0.0;60.4688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
8392;1;4;3;3;1;4.1;3.1;3.1;1.1;12.1;12.1;4.1;9.1;3.1;3.1;2;20.7165;20.8467;20.6644;0;0.0;7;1.0;2.4055;16.8385;0.0;18.2377;17.9154;18.3638;0.999876;20.7354;20.6644;20.9571;20.738;20.6654;20.9247;1;3;0;20.7381;20.928;20.6645;20.733;20.944;20.6644;0.03549;0.0;0.0;0.0;0.0;0.0;0.0;145.131;0.999756;1
8397;1;2;4;3;4;2.1;4.1;3.1;4.1;8.1;6.1;8.1;12.1;16.1;12.1;3;20.8659;21.1344;20.6644;0;0.0;59;1.0;0.0;0.0;0.0;18.6557;17.2388;20.155;0.818858;10.3687;0.0;21.195;12.6624;0.0;21.1505;1;4;0;20.4033;21.1505;18.2903;7.74686;21.216;0.0;746.732;0.0;0.0;0.0;0.0;0.0;0.0;457.065;0.379686;1
8428;0;2;4;1;4;0.1;0.1;0.1;0.1;8.1;2.1;8.1;4.1;16.1;4.1;1;19.9713;19.9713;19.9713;0;0.0;9;1.0;0.0;0.0;0.0;17.5839;17.2519;17.6669;1.00425;17.7441;0.0;20.1536;17.669;0.0;19.9695;0;0;0;19.8864;19.9695;19.5545;19.9534;20.2321;19.5552;-0.602552;0.0;0.0;0.0;0.0;0.0;0.0;179.581;1.00337;1
8437;1;2;3;1;2;2.1;3.1;1.1;2.1;6.1;2.1;4.1;3.1;6.1;2.1;4;17.9152;20.1536;0.0;0;0.0;62;1.0;0.484261;16.3369;0.0;17.176;16.1689;18.0622;0.953264;16.0397;0.0;20.1481;16.8261;0.0;20.1547;0;3;0;19.264;20.1547;16.9;16.761;20.1547;0.0;155.189;0.0;0.0;0.0;0.0;0.0;0.0;1039.18;0.870066;1
8473;2;4;4;1;1;8.1;8.1;2.1;2.1;16.1;4.1;4.1;4.1;4.1;1.1;1;19.4604;19.4604;19.4604;0;0.0;10;1.0;6.06607;15.2104;0.0;16.6978;16.4546;17.5638;1.00062;15.5684;0.0;19.4604;15.5588;0.0;19.5149;0;0;0;19.4528;19.5149;19.3558;19.4534;19.6048;19.3558;-0.00530243;0.0;0.0;0.0;0.0;0.0;0.0;194.534;1.00003;1
8487;1;3;4;3;1;3.1;4.1;3.1;1.1;12.1;9.1;3.1;12.1;4.1;3.1;3;19.5003;21.4973;0.0;0;0.0;54;1.0;0.0;0.0;0.0;11.7574;-16.7554;19.8912;0.988495;16.4709;0.0;21.6568;16.6626;-15.3253;21.3725;1;4;0;17.2759;21.3725;-10.4599;10.6335;21.6129;0.0;358.691;0.0;0.0;0.0;0.0;0.0;0.0;574.209;0.615509;1
8488;1;3;2;1;4;3.1;2.1;1.1;4.1;6.1;3.1;12.1;2.1;8.1;4.1;7;11.8511;21.763;0.0;0;0.0;7;1.0;2.71378;18.9965;0.0;16.2399;0.0;21.28;1.00631;18.2966;0.0;23.2586;18.1819;0.0;23.2572;1;5;0;18.1242;23.1283;0.0;15.0199;23.1138;0.0;21.7297;0.0;0.0;0.0;0.0;0.0;0.0;105.139;0.828723;1
8528;1;2;4;3;4;2.1;4.1;3.1;4.1;8.1;6.1;8.1;12.1;16.1;12.1;3;17.1141;21.0699;0.0;0;0.0;44;1.0;1.42793;17.4593;0.0;17.777;0.0;19.3518;0.973165;14.8334;0.0;21.2143;15.2424;0.0;21.0703;0;3;0;19.4198;21.0703;0.0;16.253;21.599;0.0;139.342;4.87521;20.266;0.0;-0.820364;0.0;-21.0044;751.226;0.879169;1
